Montage	61.555	57.352	60.475	60.759	58.008	57.346	59.899	58.500	61.014	78.390	61.513	60.185	65.403	60.734	64.973	59.307	62.766	62.184	72.189	65.939	63.636	63.068	66.226	61.527	61.238	57.568	58.819	57.640	60.286	57.659	57.080	58.268	59.965	57.867	60.198	58.168	58.132	61.886	53.563	56.128	55.754	55.062	55.918	55.669	54.225	56.255	54.103	55.461	58.953	58.422	62.925	70.900	60.788	60.705	60.936	59.278	59.068	57.683	59.214	60.758	61.400	56.254	61.526	55.969	60.943	60.967	58.443	57.647	58.984	58.675	60.137	64.785	56.726	56.288	62.581	57.503	63.839	61.655	58.454	61.345	59.202	60.899	58.816	62.288	64.413	64.694	63.957	63.560	61.649	58.702	62.034	60.620	61.147	60.293	61.943	60.082	61.640	60.910	62.392	68.056	63.108	63.177	66.377	60.086	68.637	60.998	64.283	59.708	64.089	61.573	60.800	66.411	61.386	60.723	69.048	68.728	60.497	65.505	61.171	59.446	62.506	59.118	63.821	61.302	59.712	63.321	60.140	57.496	57.503	58.300	59.699	59.440	57.461	59.840	60.901	59.278	61.078	61.593	66.939	62.267	60.537	60.454	59.932	62.239	65.783	60.204	59.345	60.821	58.641	58.276	57.886	57.695	60.891	60.952	58.062	59.017	61.186	64.797	58.222	57.180	60.885	65.274	57.084	57.539	59.340	60.022	63.023	60.128	59.579	56.462	56.994	58.158	58.277	57.084	59.862	58.475	60.833	62.466	57.922	58.250	58.581	57.143	59.129	63.720	62.442	64.010	58.689	61.313	64.770	56.990	58.506	57.175	58.699	60.378	59.291	63.867	62.336	63.652	62.511	64.217	63.497	61.278	65.272	63.215	63.831	66.403	63.855	66.364	64.834	64.725	68.791	68.750	62.039	60.085	64.568	65.708	70.246	68.423	67.130	71.007	64.572	66.885	63.008	60.008	63.509	63.863	62.837	61.150	64.798	64.195	63.037	62.401	63.294	62.675	63.826	65.832	62.167	62.066	62.527	61.640	61.446	59.416	58.912	60.972	68.763	68.451	64.975	63.543	59.198	60.185	63.341	60.382	60.746	66.674	68.662	60.516	61.606	62.243	60.799	63.907	65.531	65.737	85.304	71.806	65.468	60.769	66.445	60.288	61.007	62.184	62.542	61.556	61.732	65.173	60.751	62.085	62.095	69.705	61.563	60.469	59.576
Montage	84.333	54.391	54.514	53.297	52.439	54.163	56.438	54.529	55.418	141.415	54.147	54.670	79.074	55.113	73.830	52.869	54.579	54.754	121.127	104.062	80.004	83.291	80.124	61.407	56.003	53.018	52.605	54.091	53.228	50.395	51.993	49.397	54.019	51.511	75.896	59.995	52.519	123.459	51.653	53.531	53.931	56.519	85.780	75.869	58.549	78.930	53.314	51.795	58.228	53.790	82.113	168.109	63.128	58.558	81.133	53.377	59.069	55.959	56.429	53.838	62.638	53.942	73.886	54.882	89.571	82.648	57.242	56.744	56.521	57.310	66.069	85.095	56.771	57.263	54.715	55.807	53.932	54.640	56.038	51.837	51.429	54.008	51.231	52.460	71.599	64.846	55.755	53.744	66.181	50.811	56.654	55.059	68.311	58.667	71.273	67.008	62.302	62.914	55.980	94.997	58.149	54.136	105.625	54.375	84.761	52.842	104.392	53.413	74.916	53.795	61.628	76.603	54.166	53.613	105.385	130.662	53.492	100.258	54.581	55.266	65.556	55.383	126.124	80.624	59.435	86.683	56.404	57.292	58.543	55.012	52.953	57.436	54.844	53.260	73.303	52.739	55.767	57.706	100.346	55.852	53.819	55.849	53.512	67.937	102.671	70.446	71.939	82.322	54.343	55.697	54.096	56.584	69.361	82.233	54.421	54.653	56.074	63.435	57.201	54.549	55.848	61.482	52.783	56.495	64.465	83.959	66.685	54.469	54.443	54.161	54.491	54.928	56.310	53.829	56.454	56.431	62.957	67.367	53.541	53.002	53.918	51.453	52.954	52.577	59.865	73.488	59.038	80.417	80.135	55.609	63.122	53.813	55.982	56.883	56.417	55.026	54.158	62.499	52.235	55.460	56.454	65.876	77.982	60.216	59.470	86.409	64.539	74.810	56.880	76.938	103.841	96.025	73.479	52.312	92.140	67.752	80.209	89.519	81.892	121.113	54.991	71.690	57.797	56.476	54.540	54.843	58.321	57.089	61.013	63.040	66.281	58.233	55.731	65.123	56.237	96.819	62.064	60.179	63.129	57.819	84.908	56.435	55.941	58.121	85.943	76.421	100.794	57.975	55.777	57.919	56.436	59.690	66.133	74.910	93.222	57.350	73.003	79.993	62.233	61.306	58.793	72.723	277.601	185.265	82.106	55.240	95.333	55.272	55.840	59.909	60.922	65.975	61.037	64.880	52.427	57.265	57.099	93.946	53.570	53.045	52.346
Montage	260.795	138.027	136.653	138.029	140.910	140.549	142.575	137.658	144.765	450.719	142.789	144.999	232.937	138.637	209.159	140.125	138.388	138.114	388.792	320.555	244.796	247.581	239.699	170.238	147.151	151.527	147.333	148.760	145.919	144.347	142.584	142.561	144.720	154.235	251.343	191.018	155.661	414.256	147.320	150.650	148.305	156.864	284.941	239.174	174.963	253.928	147.237	145.844	156.415	148.912	247.431	556.056	181.130	165.705	241.768	141.306	148.135	137.228	146.131	140.501	181.984	138.553	218.310	142.091	260.366	254.853	144.794	144.391	140.935	143.061	189.273	233.262	145.380	144.190	144.786	139.157	142.220	142.717	142.097	145.092	142.262	155.513	142.159	142.716	212.730	186.279	150.104	143.123	186.315	140.341	149.524	149.437	194.809	147.784	198.232	179.427	171.879	170.012	152.136	299.640	149.006	145.690	336.899	142.392	251.163	141.949	316.608	144.773	218.467	143.872	170.840	218.152	143.845	143.646	342.140	421.346	148.456	310.137	145.176	143.662	173.609	160.989	406.656	236.448	162.010	256.753	148.935	155.980	144.600	144.994	145.977	154.122	145.095	146.700	219.281	151.508	149.774	161.861	306.590	152.915	148.971	152.514	148.950	200.249	333.076	187.958	200.368	237.324	143.277	148.376	144.067	145.842	192.641	249.307	146.087	147.283	152.259	187.078	144.492	142.541	152.093	186.829	144.000	155.630	170.391	247.667	186.301	142.705	140.098	141.802	141.495	147.529	145.066	145.751	152.633	150.287	174.064	195.126	144.704	144.220	151.078	140.562	143.153	141.454	159.369	205.682	155.719	233.648	227.330	151.790	177.468	143.614	143.718	144.974	144.332	147.528	145.120	188.246	146.950	150.907	148.180	182.412	226.963	168.770	162.284	264.672	172.745	224.627	158.638	219.758	328.650	296.623	206.402	141.737	279.606	187.274	237.792	273.776	247.625	396.673	159.474	217.014	166.888	145.224	143.347	144.909	149.488	145.341	171.570	174.163	178.950	145.253	152.095	174.563	152.233	297.627	167.302	156.466	164.143	145.582	243.726	145.626	144.403	149.265	250.414	225.826	294.358	157.136	144.115	151.164	147.798	153.643	176.562	209.446	277.311	148.846	201.461	231.224	162.336	161.453	149.119	212.010	931.375	605.584	239.865	146.808	293.927	143.321	143.439	156.022	164.005	184.403	168.186	188.850	144.499	143.445	143.675	291.862	147.956	140.293	140.533
Montage	365.118	55.671	55.007	53.285	55.999	60.986	73.427	53.855	75.621	1116.868	66.985	75.761	312.145	52.797	291.237	57.450	55.706	54.788	853.589	533.516	373.328	347.320	390.750	136.685	76.196	80.014	56.624	74.521	56.402	58.510	56.816	54.808	53.042	84.485	336.211	179.302	82.955	766.953	61.041	77.096	77.659	91.747	424.170	306.586	139.234	346.387	70.638	64.802	85.878	67.074	351.028	1174.120	162.473	124.666	315.986	55.491	83.586	56.942	72.751	57.855	161.924	60.165	258.736	68.334	383.724	367.884	64.489	58.111	59.246	65.814	219.352	370.730	57.769	62.368	68.043	56.438	56.621	62.695	57.148	62.675	59.064	88.029	56.052	60.562	245.607	179.499	81.091	60.793	175.975	55.240	58.982	62.923	182.091	65.621	199.351	151.654	132.485	122.141	78.386	458.947	60.021	59.165	586.566	56.503	431.052	56.974	511.951	55.386	250.740	60.434	128.290	314.317	57.234	56.787	584.600	797.247	69.028	495.121	57.219	57.693	156.176	98.011	757.380	311.365	106.248	366.459	60.186	82.372	58.666	56.312	61.352	81.713	57.355	61.512	254.558	58.969	57.435	91.902	472.025	70.920	54.404	66.134	55.330	191.837	569.935	171.074	187.211	313.709	57.865	66.812	56.532	56.568	215.997	327.658	53.187	54.932	85.680	154.852	60.187	59.126	74.850	145.854	59.823	88.148	131.870	332.163	174.822	55.041	54.326	54.814	56.559	55.241	57.578	56.051	69.003	62.379	161.697	228.715	55.391	53.391	85.340	54.003	54.863	56.988	88.066	231.278	82.720	300.668	334.936	85.271	176.370	57.707	54.808	57.934	60.899	70.630	61.958	178.564	61.161	83.816	68.193	169.633	337.187	144.702	117.849	381.674	160.194	279.964	97.097	260.431	543.718	461.291	214.676	54.750	425.058	198.823	366.403	417.944	346.288	735.122	104.027	245.097	105.988	68.046	58.337	58.067	69.502	64.923	128.006	135.168	142.502	57.514	64.489	147.239	67.800	459.685	119.822	89.416	110.425	59.594	318.209	59.925	58.650	66.861	396.060	316.827	460.200	90.108	56.965	72.832	60.064	80.236	143.520	220.687	406.137	62.436	199.369	282.325	89.488	102.470	61.417	224.818	2170.200	1313.361	365.754	64.705	445.569	56.244	56.856	97.788	115.322	159.447	115.544	182.020	65.577	55.210	54.631	560.480	76.750	54.886	56.754
Montage	671.216	79.059	80.680	75.820	82.992	91.742	137.445	75.311	142.142	3328.324	110.971	157.331	557.971	80.043	790.599	83.752	78.972	79.267	2318.640	996.492	1052.460	643.797	1079.506	259.614	146.631	163.575	83.872	143.530	84.482	92.692	84.764	81.122	77.906	177.173	631.128	356.977	141.880	1461.685	94.573	149.021	153.898	159.236	809.158	561.283	258.103	624.067	132.406	113.398	142.908	122.359	636.649	2177.521	376.138	307.451	589.513	75.763	176.161	78.025	124.091	82.654	283.609	84.938	464.403	102.358	714.657	670.865	93.042	81.409	84.664	110.625	602.133	1025.843	85.803	92.549	102.622	84.513	79.285	93.555	79.278	92.292	87.397	143.785	80.661	89.712	435.102	314.224	142.596	88.756	333.119	79.221	87.983	96.215	327.341	100.658	352.463	265.244	232.094	214.520	146.094	845.273	87.019	85.944	1112.762	79.538	1247.158	80.502	943.062	83.375	450.857	86.238	220.841	889.902	79.517	76.944	1096.183	1485.042	97.593	919.885	78.210	75.829	383.672	161.736	1405.653	577.028	228.366	649.475	90.673	129.704	84.197	82.907	85.717	155.866	79.369	88.992	458.957	95.490	85.782	199.669	884.139	120.890	84.000	106.929	83.690	353.313	1066.274	302.304	333.926	571.105	82.619	118.763	80.839	82.439	583.828	615.724	79.179	77.466	175.053	280.819	87.433	77.439	121.263	262.969	83.548	138.612	222.367	611.268	361.013	79.113	77.831	71.148	71.489	81.234	85.848	84.586	132.853	107.532	406.575	605.696	84.135	75.990	163.997	69.604	74.519	76.900	154.164	609.694	136.627	655.855	936.204	164.677	456.504	83.704	79.832	78.653	94.417	104.001	86.888	311.708	87.959	166.645	116.636	303.439	884.332	331.114	278.277	719.364	394.531	499.708	204.414	473.523	994.520	858.716	369.578	74.083	777.446	517.961	1030.085	765.996	635.271	1401.922	207.243	425.052	166.178	111.458	76.775	74.949	98.667	91.555	221.610	224.353	235.540	75.193	100.370	362.620	109.480	842.622	208.746	136.208	181.161	84.584	574.581	80.759	77.765	94.825	1106.178	848.194	839.263	173.909	80.202	107.465	81.599	123.603	244.764	385.482	776.901	94.625	353.292	505.519	145.333	214.705	85.935	397.105	4014.472	2447.663	987.595	100.251	813.469	78.025	77.253	203.701	256.127	274.567	193.594	385.477	99.512	79.087	76.937	1618.652	142.978	79.132	79.983
Montage	783.938	49.107	49.455	39.270	52.648	60.978	185.376	38.188	195.691	8024.037	118.732	219.338	648.721	38.167	1746.897	59.849	41.602	41.100	5137.167	1213.867	2301.859	750.711	2420.971	317.269	203.737	242.869	48.760	196.100	49.984	66.559	46.632	40.394	38.747	252.186	745.171	472.449	116.538	1809.022	61.791	199.972	217.814	153.604	947.988	651.105	274.875	737.242	169.308	131.104	135.888	146.576	757.071	2747.532	663.682	600.535	726.290	44.903	287.362	48.737	119.985	47.646	307.067	54.663	550.423	90.304	862.703	792.926	64.536	51.021	50.502	117.232	1328.909	2285.986	56.308	58.310	77.581	57.205	44.814	63.051	47.299	69.076	56.103	121.980	45.447	56.105	488.518	346.223	174.619	66.660	444.106	41.553	58.517	62.788	364.158	77.037	385.778	281.029	235.234	207.268	188.522	1036.751	59.664	53.462	1347.974	42.200	2882.636	46.490	1148.428	45.022	512.863	56.750	223.243	2035.609	47.072	44.464	1332.310	1846.796	70.310	1122.152	46.690	44.288	762.571	159.570	1735.546	725.051	395.682	800.839	66.430	107.219	54.056	50.692	56.519	232.507	46.493	62.217	528.414	70.864	53.358	315.906	1063.806	125.309	41.435	69.268	39.619	380.704	1301.528	320.658	364.028	659.644	44.841	128.218	41.005	42.001	1270.361	793.708	41.924	44.362	266.638	298.963	72.818	58.564	95.109	281.619	55.728	123.599	237.846	723.604	565.414	60.569	56.332	43.068	45.346	42.381	56.281	54.455	165.861	102.962	837.433	1330.104	56.000	38.887	276.014	41.769	43.879	46.415	132.956	1237.582	112.505	1069.320	2134.254	242.022	953.873	49.916	44.906	45.695	85.897	80.510	56.459	335.437	58.886	259.923	128.567	326.187	1914.345	667.594	507.548	886.610	808.086	575.653	330.975	542.095	1224.696	1021.559	411.948	42.027	938.368	1117.261	2386.243	925.827	748.201	1746.370	321.515	500.585	161.585	128.205	46.503	43.040	75.297	74.159	253.299	228.078	248.437	46.871	92.152	732.142	124.540	1014.993	248.417	126.428	191.675	68.015	665.660	46.594	43.523	63.659	2499.931	1900.223	994.595	263.643	39.092	85.024	45.598	98.143	246.971	430.124	995.639	86.642	389.762	595.008	149.526	370.753	50.018	446.619	5143.226	3113.742	2165.729	90.833	992.287	40.913	41.931	343.942	453.364	298.082	187.165	622.222	67.718	45.247	44.884	3768.101	191.947	47.338	43.317
Montage	769.224	150.824	145.676	131.200	152.177	154.207	372.799	129.272	399.518	13148.624	266.304	448.681	660.085	129.197	2895.145	165.788	137.442	137.538	8079.500	1164.965	3788.689	779.329	3926.368	475.929	410.706	467.847	146.494	390.334	152.889	178.706	144.833	135.043	135.145	490.792	760.034	644.408	206.865	1655.154	161.726	397.474	428.420	254.560	934.433	665.743	360.788	744.408	345.968	280.427	241.516	299.509	761.422	2465.759	1072.375	1057.238	787.547	138.953	541.304	143.812	232.631	136.507	362.771	142.267	603.980	199.328	867.045	793.035	159.398	148.628	150.375	261.835	2259.064	3755.949	159.135	145.998	167.824	153.328	139.870	156.034	139.776	177.981	159.934	207.309	140.628	145.953	537.044	401.301	338.954	181.172	613.128	133.817	162.589	151.590	440.091	167.685	437.507	340.950	301.564	280.272	377.676	1019.199	156.066	149.149	1266.600	134.525	4789.322	139.453	1090.358	137.145	547.617	151.205	292.221	3419.074	146.076	138.678	1259.764	1677.483	162.459	1071.811	142.467	135.973	1316.607	260.292	1607.410	792.052	741.710	804.516	177.764	199.160	150.673	147.564	146.941	448.098	139.859	160.517	559.476	186.808	156.922	595.773	1083.562	272.775	135.941	159.214	133.754	437.897	1255.223	377.508	404.592	671.189	139.817	280.772	131.614	131.944	2143.450	894.233	132.912	135.401	502.043	364.090	179.754	154.421	185.653	351.977	144.437	207.396	301.491	717.245	843.065	158.449	150.429	130.408	134.399	134.586	160.557	156.749	345.788	239.537	1443.225	2239.624	157.354	130.574	517.447	131.865	134.225	141.149	228.161	2056.441	200.763	1511.039	3529.446	459.052	1631.134	141.175	143.948	134.487	207.717	171.045	147.248	386.855	148.566	501.989	279.857	394.929	3111.332	1167.650	908.788	866.037	1390.748	614.393	634.971	577.654	1144.295	983.348	467.493	132.276	919.961	1913.009	3973.721	910.529	762.914	1651.164	592.812	553.341	245.496	267.967	141.076	135.029	180.114	183.140	367.016	298.254	320.642	142.228	224.379	1273.424	271.692	1002.456	365.120	208.533	288.778	172.584	679.013	140.614	137.622	158.759	4074.047	3138.238	984.570	498.127	135.743	186.730	141.704	187.972	320.727	483.505	1053.702	211.417	440.796	633.828	265.798	673.634	143.123	488.754	4623.828	2803.833	3515.134	211.436	958.235	138.448	139.581	631.424	812.443	386.322	266.410	956.567	158.811	146.385	150.555	6206.290	380.063	150.299	140.788
Montage	217.667	150.551	143.384	139.489	145.104	147.509	185.453	142.246	188.009	2415.748	168.593	193.880	205.833	139.995	656.285	146.308	143.392	142.659	1519.174	269.029	811.660	224.349	835.764	195.416	189.072	195.900	143.497	183.883	146.753	143.451	138.311	135.130	139.696	203.699	220.396	221.696	145.041	334.042	147.430	185.124	194.995	158.806	243.794	207.488	171.300	219.390	179.811	167.852	156.695	166.297	218.347	443.310	307.344	310.280	231.850	142.969	202.544	137.915	156.478	139.634	168.415	137.745	204.924	151.777	235.328	221.553	148.108	146.468	145.791	167.583	532.592	788.262	146.672	142.370	146.040	136.798	142.139	143.482	141.686	149.848	146.746	149.613	142.240	138.765	191.111	175.447	173.706	148.809	211.418	138.782	152.823	142.664	179.421	141.221	178.440	164.112	160.069	155.094	188.693	259.229	150.032	142.443	283.068	142.935	964.418	145.180	266.662	140.503	194.052	147.814	163.943	741.776	149.576	142.947	288.995	344.135	142.116	261.719	144.375	144.964	353.779	155.379	330.451	236.854	248.896	239.853	157.853	152.505	149.867	148.944	139.521	199.508	143.136	154.448	199.418	148.308	145.001	222.087	269.928	162.543	142.368	146.362	138.345	179.972	287.740	171.365	177.214	212.151	141.523	168.184	140.906	142.170	519.308	250.937	141.878	138.839	204.269	172.149	149.765	144.094	147.414	173.384	138.446	150.940	163.113	218.048	252.492	144.233	142.211	136.978	140.195	138.501	145.982	144.377	175.367	157.505	382.324	532.379	141.563	136.458	205.740	136.471	137.310	136.861	152.743	479.786	147.834	370.148	740.362	194.989	405.146	137.888	139.190	137.667	148.647	142.894	144.913	170.426	144.460	201.745	160.982	165.757	681.198	333.249	283.601	235.381	371.793	200.857	229.548	196.989	273.499	250.747	182.769	140.625	242.726	468.294	854.864	241.106	221.518	337.461	218.611	192.864	153.773	163.804	139.822	139.220	152.062	156.411	178.099	160.745	162.533	143.808	158.192	353.029	167.528	255.863	174.496	149.881	162.621	144.761	206.020	141.334	141.170	142.377	835.334	680.401	243.015	199.655	138.898	148.764	140.373	147.683	163.996	185.462	274.803	155.987	178.436	202.664	156.499	235.276	142.915	188.162	728.488	489.955	717.102	146.040	252.865	140.813	141.019	227.916	263.083	168.038	151.780	274.090	139.139	140.287	143.016	1265.267	180.674	141.689	138.879
Montage	46.486	36.855	29.323	31.207	32.550	32.700	56.240	27.424	62.098	2060.514	46.810	64.916	43.378	27.212	416.222	30.589	28.607	27.813	1165.814	61.639	572.753	49.235	572.430	55.410	58.815	66.235	31.389	56.467	35.937	32.202	26.176	28.230	26.483	67.192	47.356	70.615	30.697	75.591	36.216	54.121	58.969	32.401	50.758	44.710	34.889	43.537	51.899	42.344	33.638	46.777	45.059	111.309	143.157	148.459	57.982	30.973	71.699	28.341	34.119	26.215	32.156	27.195	43.686	34.762	52.004	48.828	40.661	34.163	41.484	56.888	349.049	572.961	38.760	29.574	31.699	27.096	26.814	28.296	29.183	44.895	38.010	39.150	33.012	27.457	37.298	31.433	45.560	34.433	64.614	28.207	50.058	32.176	37.099	28.873	36.669	31.914	31.154	30.917	55.193	64.704	35.971	29.798	66.874	26.689	728.604	29.457	59.179	26.401	41.712	32.646	31.849	517.779	36.796	28.523	63.909	82.236	30.526	59.061	28.796	26.436	170.986	34.845	75.098	59.791	105.829	65.773	47.171	30.304	37.922	37.178	29.516	64.206	26.351	33.621	37.714	32.190	30.830	84.027	62.851	40.614	28.083	27.594	26.838	35.282	63.637	32.881	33.907	42.657	25.223	42.916	25.514	25.359	311.917	73.579	25.520	28.319	70.724	31.678	39.950	33.876	29.845	32.924	26.708	32.245	35.491	44.862	100.147	27.549	26.583	24.866	28.360	26.073	36.367	30.842	49.487	37.687	203.837	325.724	28.634	25.432	76.853	25.410	25.195	29.250	33.087	282.293	30.586	182.641	513.915	63.352	224.159	27.921	29.281	26.277	33.188	28.616	31.131	33.410	31.290	69.306	41.973	33.372	464.039	170.836	128.573	47.507	202.302	43.081	91.178	40.869	64.213	55.215	37.564	26.013	52.820	275.324	599.452	54.643	48.497	85.408	83.264	39.430	31.527	41.303	29.911	29.319	39.879	48.930	42.737	33.084	34.256	31.181	39.253	201.857	48.548	56.144	41.318	29.225	34.388	30.877	44.003	26.630	26.352	29.553	609.685	473.067	53.856	74.059	27.326	32.141	28.359	27.837	32.205	38.614	74.440	39.936	36.956	44.502	35.969	92.088	29.080	38.794	221.328	126.733	513.483	34.412	53.825	27.533	27.796	94.097	112.905	37.010	30.713	127.842	30.113	32.622	34.948	918.987	65.372	35.153	30.697
Montage	461.692	333.803	211.915	199.818	301.514	300.559	614.388	183.077	666.910	23248.609	475.515	733.336	412.243	197.847	4931.294	256.511	215.548	222.654	13408.996	637.687	6777.947	500.488	6723.895	591.270	664.217	777.170	243.262	635.680	306.312	266.654	206.759	199.196	189.616	810.089	468.692	784.252	229.449	840.534	334.657	656.057	742.695	317.432	531.298	405.657	341.371	439.822	576.397	458.590	327.727	493.335	457.143	1206.631	1729.267	1832.038	624.507	274.792	910.562	216.347	333.516	200.345	289.886	206.695	464.695	328.092	520.987	478.376	364.688	296.407	378.111	587.716	4127.540	6710.072	352.587	224.204	267.347	217.275	226.599	230.176	226.200	391.514	325.690	315.833	261.334	200.805	367.285	298.843	528.549	334.397	770.239	192.783	498.564	252.996	370.784	243.778	334.144	269.854	249.945	248.519	616.755	645.927	315.483	225.193	676.838	179.768	8651.231	209.624	592.616	190.088	373.850	256.516	258.225	6219.327	298.214	194.789	665.611	865.207	225.443	590.565	221.786	192.336	2190.410	300.278	818.480	625.354	1275.693	677.621	447.516	258.483	343.845	315.883	217.293	748.206	208.924	316.463	373.591	275.175	246.129	1011.897	703.076	411.705	208.717	205.583	182.352	315.142	679.702	287.266	299.593	426.642	190.700	448.845	184.409	181.858	3769.687	815.509	193.006	223.255	821.531	286.680	411.024	311.760	254.716	309.538	220.645	290.846	330.638	434.869	1196.584	235.583	216.855	194.376	241.578	189.869	336.196	275.744	560.993	372.074	2485.822	3881.727	233.965	186.601	896.076	190.505	191.449	214.608	300.500	3496.098	273.230	2194.922	6161.605	726.450	2784.250	206.912	237.435	186.786	313.913	226.038	276.834	303.715	262.847	843.387	433.187	298.165	5467.550	2052.610	1602.351	508.755	2412.203	393.984	1078.463	377.385	631.143	555.216	326.291	191.218	521.590	3379.743	7094.562	530.057	454.994	935.237	957.635	363.806	235.223	402.867	230.687	210.567	346.868	471.846	426.154	253.779	280.496	246.977	391.909	2346.630	461.255	564.610	424.773	220.192	304.421	247.635	410.638	192.803	188.518	213.666	7179.468	5599.966	552.916	825.301	181.357	252.272	194.106	227.315	266.188	355.952	879.999	398.740	330.266	432.383	343.041	1128.399	198.809	354.507	2422.218	1365.641	6046.538	308.206	545.685	228.674	233.844	1076.135	1369.448	334.218	245.487	1424.370	216.246	245.146	271.725	10884.078	656.185	290.758	221.483
